"전출지별","전입지별","항목","단위","2021. 03 월","2021. 04 월","2021. 05 월","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"서울특별시","세종특별자치시","순이동자수","명","24","55","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1983","1756","4984","5322","3131","2618","2137","1431","439",
"서울특별시","경기도","이동자수","명","37249","29839","27457","130149","150313","93333","143234","149045","253705","202276","207722","237684","278411","297539","252073","320174","400875","352238","390265","412535","405220","415174","412933","473889","384714","428344","502584","542204","599411","520566","495454","407050","471841","435573","499575","516765","457656","400206","414621","449632","431637","412408","398282","410735","373771","354135","340801","332785","359337","370760","342433","368536","334293","375867",
"서울특별시","경기도","순이동자수","명","11767","10508","8701","34761","54890","2863","36057","41527","46064","57752","53701","72913","110223","65888","64193","123510","169962","124318","163911","179277","97450","4900","67760","190975","128444","174739","246535","283307","336518","229906","197148","130365","131188","122957","179837","195375","132591","110389","102729","91814","94989","88893","80330","124772","101364","99960","94337","83084","119780","136403","107985","135216","91954","109492",
"서울특별시","강원도","이동자수","명","2085","1775","1545","9352","12885","13561","16481","15479","27837","25927","25415","26700","27599","32858","32116","31013","31308","30470","29911","28489","28699","26691","26394","26591","25208","25215","23244","21384","24987","25221","25178","25840","25741","22832","22941","21582","21696","22071","20483","21969","22177","23668","23331","22736","23624","22332","20601","21173","22659","21590","21016","19558","19105","20701",
"서울특별시","강원도","순이동자수","명","-153","253","190","-25211","-25703","-18936","-24441","-27170","-46228","-26724","-26847","-29827","-19608","-16893","-16680","-20628","-25570","-23407","-18566","-15161","-17447","-20343","-21083","-14984","-10848","-6627","-8034","-5263","-690","-1367","-265","1658","-2643","-5042","-4369","-6332","-5453","-2859","-4217","-3819","-3341","-816","-1045","-62","2065","1008","647","999","2629","1713","1255","-859","-790","653",
"서울특별시","충청북도","이동자수","명","1334","1099","1090","6700","9457","10853","12617","11786","21073","18029","17478","18420","20047","24548","23049","21256","24986","22416","23391","22329","21882","20853","19753","21586","21021","20038","18695","17270","18710","18231","17998","16948","17334","14934","14518","13838","13478","14014","13689","15221","15563","15294","15295","15461","15318","14555","13783","14244","14379","14087","13302","13406","12543","13068",
"서울특별시","충청북도","순이동자수","명","-312","89","163","-30925","-29682","-18660","-23643","-28368","-51452","-32284","-32994","-51597","-30754","-21839","-23232","-27592","-25967","-25315","-19944","-14989","-16438","-16491","-15070","-10931","-7440","-4034","-1745","-1506","1555","1331","903","875","-1589","-3387","-3088","-4040","-3413","-1881","-2008","-1295","-738","-378","-317","900","1565","931","574","953","1182","1055","341","-377","-1263","-1506",
"서울특별시","충청남도","이동자수","명","2151","1637","1528","15954","18943","23406","27139","25509","51205","41447","43993","48091","45388","54480","51369","48834","55344","50318","49520","47888","48678","49038","31707","29993","28211","26600","25958","22293","26501","27159","27395","25928","26726","23083","22056","21155","24942","30246","26012","25986","28898","27458","24889","24522","24723","22269","21486","21473","22299","21741","21020","20426","18522","19814",
"서울특별시","충청남도","순이동자수","명","-132","142","282","-51079","-44622","-17397","-26181","-35529","-63944","-40245","-32126","-35320","-31666","-29454","-32118","-36863","-37369","-35480","-29790","-22927","-25672","-25596","-23914","-20930","-14631","-10334","-7425","-6059","-134","418","907","1785","-2186","-4324","-4548","-5586","-1244","4211","-984","-1228","1345","799","-1183","1407","3049","1631","1806","1632","3155","3015","2438","999","-1962","-1584",
"서울특별시","전라북도","이동자수","명","1302","1009","914","10814","13192","16583","18642","16647","34411","29835","28444","29676","31570","39396","39745","37169","39175","33460","34147","33661","34039","36159","30538","32144","26421","26220","24661","21939","23837","23078","22032","24307","25007","22390","29470","17619","28584","18171","17201","18244","19891","18390","18332","17569","17755","16120","14909","14566","14835","13835","13179","11989","11058","11638",
"서울특별시","전라북도","순이동자수","명","-408","-109","12","-60971","-50496","-23109","-36526","-44180","-83931","-53428","-46768","-54736","-51111","-41872","-36802","-40556","-47849","-44327","-35437","-36445","-35740","-32490","-34412","-26818","-22904","-16231","-14495","-11475","-7479","-7534","-7430","-1860","-6782","-10247","-3120","-20347","-1487","-16703","-7788","-7518","-4919","-4622","-2856","-1208","155","-1060","-586","-1336","5","-1158","-1751","-3675","-4209","-3515",
"서울특별시","전라남도","이동자수","명","1147","945","833","10513","16755","20157","22160","21314","46610","46251","43430","44624","47934","56251","57645","55408","57737","52779","52629","41082","42667","40695","36188","35589","29925","27258","25554","21737","24100","23790","22773","26176","29161","22969","22457","18179","20432","16529","17049","17329","17717","16601","17468","16429","15974","14765","14187","14591","14598","13065","12426","11209","11334","11210",
"서울특별시","전라남도","순이동자수","명","-303","25","25","-65358","-54165","-20887","-37603","-48047","-78471","-48081","-44537","-57623","-45977","-52651","-41848","-43396","-57728","-48966","-38481","-30183","-47257","-42074","-40219","-37267","-32871","-26597","-23430","-17600","-11969","-9730","-8518","-1586","-8487","-10548","-10605","-12493","-10069","-8949","-5939","-7205","-5412","-3841","-1539","-1337","-324","-1053","-408","-16","714","-1503","-1239","-2706","-2560","-2872",
"서울특별시","경상북도","이동자수","명","1583","946","906","11868","16459","22073","27531","26902","46177","40376","41155","42940","43565","48839","30928","27440","29601","26842","26297","26221","27844","26235","22374","21490","19054","19342","17604","16067","17064","16899","15271","16103","16604","14576","14303","13762","13938","13414","14550","15285","15448","15425","16569","16042","15818","15191","14420","14456","15113","14236","12464","12017","11935","11987",
"서울특별시","경상북도","순이동자수","명","-348","-272","-193","-47261","-46870","-19459","-33598","-40472","-78221","-47340","-38069","-45394","-36055","-29410","-26036","-30593","-35046","-28193","-20598","-19523","-18583","-20346","-20822","-16753","-15846","-11189","-9707","-7310","-4807","-4594","-5695","-3140","-6508","-9023","-8239","-10528","-9092","-7630","-6679","-6828","-6838","-5099","-3215","-2353","-1501","-2503","-2141","-2340","-1365","-1851","-3217","-4442","-4952","-5949",
"서울특별시","경상남도","이동자수","명","1248","870","834","8409","10001","11263","15193","16771","23150","22400","27393","28697","30183","29205","28795","28250","30485","27988","25792","26002","26970","26801","24189","24216","21999","21546","19398","17887","19306","19061","12855","13340","13690","11741","12100","12290","13827","12973","14076","14510","16015","15438","15303","15689","16039","14474","14447","14799","15220","13717","12692","11703","11369","11647",
"서울특별시","경상남도","순이동자수","명","-938","-341","-299","-31668","-33467","-15975","-24669","-27550","-58089","-42252","-24713","-32520","-23239","-20826","-22417","-25302","-29842","-23650","-19473","-18008","-11294","-13223","-13550","-9175","-8351","-6768","-7835","-5774","-3198","-3687","-4613","-2952","-5951","-8274","-7182","-7302","-6442","-6618","-5291","-5927","-4844","-4452","-4312","-2991","-2290","-3756","-2394","-2345","-1561","-3452","-4620","-6169","-6957","-6965",
"서울특별시","제주특별자치도","이동자수","명","924","738","663","1039","1325","1617","2456","2261","3440","3623","3551","3937","4261","4828","5229","5276","6373","5671","5445","5123","5330","5627","5894","6364","6319","5829","5014","4536","5256","5413","5500","6207","6171","5198","5186","5567","5458","5695","5648","5828","5518","5473","5332","5714","6133","6954","7828","9031","10434","10465","10404","9829","8503","9214",
"서울특별시","제주특별자치도","순이동자수","명","-24","114","68","-2842","-3560","-722","-4955","-6209","-10832","-6277","-6552","-6820","-5296","-1592","-1825","-1902","-2341","-2764","-1774","-1721","-1362","-1137","-1172","-303","29","41","-1196","-1099","-520","-657","-674","162","-818","-1569","-1085","-925","-1183","-595","-481","-873","-1451","-627","-623","82","865","1342","2418","3292","4083","3831","3195","2109","-10","510",
"부산광역시","전국","이동자수","명","44336","38175","38941","376059","328367","319360","414661","554013","694445","629165","696120","782978","734053","853118","826900","918812","912993","850489","807752","799693","887181","869281","797649","797544","777296","823847","767283","725663","730946","727099","686323","643339","693417","639669","645838","650378","667618","572337","589746","594601","565419","549106","549094","547800","532906","481652","496161","500802","520591","480407","467471","442854","435058","506176",
"부산광역시","전국","순이동자수","명","1955","2085","1525","-72518","-61430","-42842","-67400","-126971","-111534","-95499","-88997","-112359","-75430","-51134","-25771","-13555","-6157","-22478","-13455","-31965","-31129","-23225","6658","35860","35548","51995","58925","57475","54909","47245","44437","40921","33357","43694","41188","49442","42263","33229","36975","34686","36076","34604","29784","28466","24863","20610","17710","15092","13560","21392","28398","26759","23354","14347",
"부산광역시","서울특별시","이동자수","명","2392","1454","1338","24263","30144","18260","24251","30284","59914","43416","42685","48142","39673","44197","49939","50295","54700","47422","41464","35910","35328","37368","36986","34978","29020","29619","29378","26852","25525","24721","24872","23220","27100","28564","28366","28049","26569","24266","24941","26831","26951","25249","24459","23116","23016","21437","19621","20616","19441","19236","19460","19737","20285","20990",
